,title,Price,Mileage(miles),Registration_Year,Previous Owners,Fuel type,Body type,Engine,Gearbox,Doors,Seats,Emission Class,Has_Service_History,Mileage
1744,Honda Jazz,4295,62427,2009,3,Petrol,Hatchback,1.3L,Manual,5.0,5.0,Euro 4,0,62427
1745,Hyundai I20,3750,59525,2011,2,Petrol,Hatchback,1.2L,Manual,5.0,5.0,Euro 5,0,59525
1746,Mercedes-Benz CLK,2995,61320,2002,2,Petrol,Convertible,2.0L,Automatic,2.0,4.0,Euro 3,0,61320
1747,Audi A1,3890,137000,2011,3,Petrol,Hatchback,1.4L,Manual,3.0,5.0,Euro 5,1,137000
1748,Ford Focus,1499,113187,2008,2,Petrol,Hatchback,1.6L,Manual,5.0,5.0,Euro 4,0,113187
1749,Ford Focus,10970,91000,2019,1,Petrol,Hatchback,1.5L,Manual,5.0,5.0,Euro 6,1,91000
1750,Vauxhall Corsa,2995,47988,2009,3,Petrol,Hatchback,1.2L,Manual,3.0,5.0,Euro 4,0,47988
1751,Hyundai I30,6495,57000,2014,3,Diesel,Hatchback,1.6L,Manual,5.0,5.0,Euro 5,0,57000
1752,MINI Hatch,3095,95729,2009,3,Petrol,Hatchback,1.6L,Manual,3.0,4.0,Euro 4,1,95729
1753,Mazda Mazda2,1695,96302,2008,3,Petrol,Hatchback,1.3L,Manual,5.0,5.0,Euro 4,0,96302
1754,Vauxhall Corsa,10990,23487,2020,1,Petrol,Hatchback,1.2L,Manual,5.0,5.0,Euro 6,0,23487
1755,Vauxhall Astra,1995,82000,2007,2,Petrol,Convertible,1.6L,Manual,2.0,4.0,Euro 4,0,82000
1756,BMW 2 Series,9290,95000,2014,3,Diesel,Coupe,2.0L,Manual,2.0,4.0,Euro 6,0,95000
1757,Toyota Corolla,2495,25995,2003,3,Petrol,Hatchback,1.4L,Manual,5.0,5.0,Euro 4,0,25995
1758,Audi A1,9750,65059,2017,3,Diesel,Hatchback,1.6L,Manual,5.0,5.0,Euro 6,0,65059
1759,Nissan X-trail,8495,81000,2012,3,Diesel,SUV,2.0L,Manual,5.0,5.0,Euro 5,1,81000
1760,Mercedes-Benz S Class,3795,152000,2008,3,Diesel,Saloon,3.0L,Automatic,4.0,5.0,Euro 4,0,152000
1761,Renault Clio,2895,70100,2012,2,Diesel,Hatchback,1.5L,Manual,3.0,5.0,Euro 5,0,70100
1762,Vauxhall Corsa,2995,47988,2009,3,Petrol,Hatchback,1.2L,Manual,3.0,5.0,Euro 4,0,47988
1763,Vauxhall Adam,4990,67000,2014,3,Petrol,Hatchback,1.4L,Manual,3.0,4.0,Euro 5,0,67000
1764,Honda Jazz,2195,150000,2005,3,Petrol,Hatchback,1.3L,Automatic,5.0,5.0,Euro 4,0,150000
1765,SEAT Leon,6995,91000,2014,3,Diesel,Hatchback,2.0L,Manual,3.0,5.0,Euro 5,0,91000
1766,Volvo S60,6700,85000,2011,3,Diesel,Saloon,2.0L,Automatic,4.0,5.0,Euro 5,0,85000
1767,MINI Hatch ONE,7995,60711,2015,3,Petrol,Hatchback,1.2L,Manual,3.0,4.0,Euro 6,0,60711
1768,Renault Clio,6895,22752,2013,2,Petrol,Hatchback,1.2L,Manual,5.0,5.0,Euro 5,0,22752
1769,Honda Cr-z,5200,107000,2011,7,Petrol Hybrid,Coupe,1.5L,Manual,3.0,4.0,Euro 5,0,107000
1770,MINI Countryman,6999,57980,2013,4,Petrol,SUV,1.6L,Manual,5.0,5.0,Euro 6,0,57980
1771,Hyundai i10,5295,71000,2016,3,Petrol,Hatchback,1.0L,Manual,5.0,5.0,Euro 5,1,71000
1772,Renault Grand Espace,5250,112744,2007,3,Diesel,MPV,2.0L,Automatic,5.0,7.0,Euro 4,0,112744
1773,Ford Fiesta,2490,59811,2007,2,Petrol,Hatchback,1.3L,Manual,3.0,5.0,Euro 4,0,59811
1774,Mercedes-Benz C Class,6295,88000,2010,3,Diesel,Saloon,3.0L,Automatic,4.0,5.0,Euro 5,0,88000
1775,Peugeot 108,4999,71075,2016,2,Petrol,Hatchback,1.0L,Manual,5.0,4.0,Euro 6,0,71075
1776,Mercedes-Benz E Class,5995,99000,2014,4,Diesel,Saloon,2.1L,Automatic,4.0,5.0,Euro 5,0,99000
1777,Jaguar XF,11490,66000,2014,3,Diesel,Saloon,3.0L,Automatic,4.0,5.0,Euro 5,0,66000
1778,Renault Clio,1990,120863,2012,3,Petrol,Hatchback,1.1L,Manual,3.0,5.0,Euro 5,0,120863
1779,Vauxhall Astra,2995,61038,2007,3,Petrol,Hatchback,1.6L,Manual,3.0,5.0,Euro 4,0,61038
1780,Vauxhall Astra,2995,61038,2007,3,Petrol,Hatchback,1.6L,Manual,3.0,5.0,Euro 4,0,61038
1781,SKODA Fabia,6495,70000,2017,1,Petrol,Hatchback,1.0L,Manual,5.0,5.0,Euro 6,0,70000
1782,Fiat 500,5900,45000,2016,2,Petrol,Hatchback,1.2L,Manual,3.0,4.0,Euro 6,1,45000
1783,BMW 2 Series,7500,57851,2014,1,Diesel,Coupe,2.0L,Manual,2.0,4.0,Euro 6,0,57851
1784,Nissan QASHQAI+2,5995,84642,2010,2,Diesel,SUV,1.5L,Manual,5.0,7.0,Euro 4,0,84642
1785,Jaguar S-type,2995,98000,2005,3,Diesel,Saloon,2.7L,Automatic,4.0,5.0,Euro 4,0,98000
1786,Volkswagen Tiguan,4295,115000,2009,3,Diesel,SUV,2.0L,Automatic,5.0,5.0,Euro 4,1,115000
1787,Ford KA,2850,76191,2009,2,Petrol,Hatchback,1.2L,Manual,3.0,4.0,Euro 4,0,76191
1788,Vauxhall Mokka,6490,78000,2015,3,Petrol,SUV,1.6L,Manual,5.0,5.0,Euro 6,1,78000
1789,Alfa Romeo Mito,2995,82000,2013,3,Petrol,Hatchback,1.4L,Manual,3.0,4.0,Euro 5,0,82000
1790,Ford Mondeo,2995,113000,2011,3,Diesel,Hatchback,1.6L,Manual,5.0,5.0,Euro 5,0,113000
1791,Ford Focus,1499,113187,2008,2,Petrol,Hatchback,1.6L,Manual,5.0,5.0,Euro 4,0,113187
1792,Vauxhall Astra,2995,61038,2007,3,Petrol,Hatchback,1.6L,Manual,3.0,5.0,Euro 4,0,61038
1793,Vauxhall Astra,2995,61038,2007,3,Petrol,Hatchback,1.6L,Manual,3.0,5.0,Euro 4,0,61038
1794,Vauxhall Astra GTC,5099,67100,2013,3,Petrol,Coupe,1.4L,Automatic,3.0,5.0,Euro 5,1,67100
1795,Mercedes-Benz C Class,2495,89500,2005,3,Petrol,Coupe,1.8L,Automatic,2.0,4.0,Euro 3,0,89500
1796,BMW 1 Series,10895,74000,2015,3,Diesel,Hatchback,2.0L,Manual,5.0,5.0,Euro 6,0,74000
1797,Volkswagen Passat,7750,91350,2014,2,Diesel,Estate,2.0L,Manual,5.0,5.0,Euro 5,0,91350
1798,BMW 4 SERIES,15000,109000,2015,3,Diesel,Hatchback,3.0L,Automatic,5.0,5.0,Euro 6,0,109000
1799,Citroen C3,3450,61843,2010,2,Petrol,Hatchback,1.4L,Manual,5.0,5.0,Euro 5,1,61843
1800,Mercedes-Benz A Class,13995,106000,2019,2,Petrol,Hatchback,1.3L,Manual,5.0,5.0,Euro 6,0,106000
1801,Mercedes-Benz E Class,8950,82856,2014,5,Diesel,Saloon,2.1L,Automatic,4.0,5.0,Euro 5,0,82856
1802,Dacia Logan MCV,5500,62000,2015,4,Diesel,Estate,1.5L,Manual,5.0,5.0,Euro 5,0,62000
1803,Vauxhall Astra,2500,136842,2014,1,Diesel,Estate,1.6L,Manual,5.0,5.0,Euro 6,0,136842
1804,Vauxhall Astra,2995,61038,2007,3,Petrol,Hatchback,1.6L,Manual,3.0,5.0,Euro 4,0,61038
1805,Fiat 500C,3995,87986,2010,3,Petrol,Convertible,1.2L,Manual,2.0,4.0,Euro 5,0,87986
1806,Audi A4 Avant,5995,105000,2010,3,Diesel,Estate,3.0L,Automatic,5.0,5.0,Euro 5,0,105000
1807,Peugeot 107,3285,46477,2011,3,Petrol,Hatchback,1.0L,Manual,5.0,4.0,Euro 5,0,46477
1808,Fiat 500,4995,54496,2011,3,Petrol,Hatchback,1.2L,Manual,3.0,4.0,Euro 5,1,54496
1809,Fiat Panda,1895,108000,2011,2,Petrol,Hatchback,1.2L,Manual,5.0,4.0,Euro 5,0,108000
1810,KIA Sportage,2995,93125,2009,3,Diesel,SUV,2.0L,Manual,5.0,5.0,Euro 4,1,93125
1811,Nissan X-trail,2490,141000,2006,3,Diesel,SUV,2.2L,Manual,5.0,5.0,Euro 4,0,141000
1812,Volkswagen Golf,5495,95000,2013,5,Diesel,Estate,1.6L,Manual,5.0,5.0,Euro 5,0,95000
1813,Citroen DS3,2495,106000,2010,5,Diesel,Hatchback,1.6L,Manual,3.0,5.0,Euro 5,0,106000
1814,Honda Jazz,1695,80147,2002,3,Petrol,Hatchback,1.4L,Manual,5.0,5.0,Euro 3,0,80147
1815,Peugeot 107,2150,100000,2010,3,Petrol,Hatchback,1.0L,Manual,3.0,4.0,Euro 4,0,100000
1816,Vauxhall Vectra,2250,52200,2007,3,Petrol,Hatchback,1.8L,Manual,5.0,5.0,Euro 4,0,52200
1817,Fiat 500C,3995,87986,2010,3,Petrol,Convertible,1.2L,Manual,2.0,4.0,Euro 5,0,87986
1818,Vauxhall Corsa,2995,79011,2007,3,Petrol,Hatchback,1.4L,Manual,3.0,5.0,Euro 4,0,79011
1819,Hyundai I30,4195,112207,2014,1,Diesel,Hatchback,1.4L,Manual,5.0,5.0,Euro 5,0,112207
1820,Ford Fiesta,6595,50181,2013,2,Petrol,Hatchback,1.0L,Manual,5.0,5.0,Euro 5,0,50181
1821,Audi A3,5450,81000,2011,6,Petrol,Hatchback,1.8L,Manual,3.0,5.0,Euro 5,0,81000
1822,Jaguar XF,8900,94000,2015,5,Diesel,Saloon,2.2L,Automatic,4.0,5.0,Euro 5,0,94000
1823,Fiat Panda,1495,102000,2009,3,Petrol,Hatchback,1.1L,Manual,5.0,4.0,Euro 4,0,102000
1824,Toyota Yaris,3990,47801,2009,3,Petrol,Hatchback,1.3L,Manual,5.0,5.0,Euro 4,0,47801
1825,Vauxhall Insignia Grand Sport,7447,125000,2019,1,Diesel,Hatchback,1.6L,Manual,5.0,5.0,Euro 6,0,125000
1826,BMW 1 Series,8145,40000,2013,3,Diesel,Hatchback,1.6L,Manual,5.0,5.0,Euro 5,1,40000
1827,Toyota Yaris,3995,99000,2013,2,Diesel,Hatchback,1.4L,Manual,5.0,5.0,Euro 5,1,99000
1828,Ford Focus,1499,113187,2008,2,Petrol,Hatchback,1.6L,Manual,5.0,5.0,Euro 4,0,113187
1829,Ford Focus,10970,91000,2019,1,Petrol,Hatchback,1.5L,Manual,5.0,5.0,Euro 6,1,91000
1830,Toyota IQ,3495,85489,2009,3,Petrol,Hatchback,1.3L,Manual,3.0,4.0,Euro 4,0,85489
1831,Vauxhall Corsa,2695,53000,2009,3,Petrol,Hatchback,1.2L,Manual,5.0,5.0,Euro 4,0,53000
1832,KIA Picanto,4970,65400,2015,3,Petrol,Hatchback,1.0L,Manual,5.0,5.0,Euro 6,0,65400
1833,Vauxhall Insignia,8000,71518,2016,4,Petrol,Hatchback,2.0L,Manual,5.0,5.0,Euro 6,1,71518
1834,Mercedes-Benz A Class,11990,51098,2017,3,Diesel,Hatchback,1.5L,Manual,5.0,5.0,Euro 6,1,51098
1835,Honda Civic,7699,93065,2005,3,Petrol,Hatchback,2.0L,Manual,3.0,4.0,Euro 3,0,93065
1836,Mercedes-Benz B-class,8000,90000,2012,3,Diesel,MPV,1.8L,Automatic,5.0,5.0,Euro 5,0,90000
1837,KIA Optima,5500,60270,2012,5,Diesel,Saloon,1.7L,Automatic,4.0,5.0,Euro 5,0,60270
1838,Audi A3,6499,55500,2012,4,Diesel,Hatchback,2.0L,Manual,3.0,5.0,Euro 5,0,55500
1839,Volvo V40,4250,118000,2013,4,Diesel,Hatchback,1.6L,Manual,5.0,5.0,Euro 5,0,118000
1840,Ford Fiesta,10640,43456,2018,3,Petrol,Hatchback,1.0L,Manual,5.0,5.0,Euro 6,0,43456
1841,Peugeot 407,995,144100,2007,4,Diesel,Saloon,2.0L,Manual,4.0,5.0,Euro 4,0,144100
1842,Toyota IQ,3495,85489,2009,3,Petrol,Hatchback,1.3L,Manual,3.0,4.0,Euro 4,0,85489
1843,Vauxhall Corsa,2995,79011,2007,3,Petrol,Hatchback,1.4L,Manual,3.0,5.0,Euro 4,0,79011
1844,Ford Kuga,3995,124000,2010,7,Diesel,SUV,2.0L,Manual,5.0,5.0,Euro 5,0,124000
1845,Peugeot 208,7444,32046,2016,3,Petrol,Hatchback,1.2L,Manual,5.0,5.0,Euro 6,0,32046
1846,BMW X1,7995,75405,2011,3,Diesel,SUV,2.0L,Automatic,5.0,5.0,Euro 5,0,75405
1847,Toyota Aygo,3895,53700,2013,2,Petrol,Hatchback,1.0L,Manual,5.0,4.0,Euro 5,0,53700
1848,Citroen C3,7999,56425,2017,2,Petrol,Hatchback,1.2L,Manual,5.0,5.0,Euro 6,0,56425
1849,Land Rover Range Rover Sport,12490,54000,2010,3,Diesel,SUV,3.0L,Automatic,5.0,5.0,Euro 4,0,54000
1850,Vauxhall Astra,4495,92300,2013,3,Diesel,Estate,2.0L,Automatic,5.0,5.0,Euro 5,0,92300
1851,KIA Sorento,1795,125000,2005,4,Diesel,SUV,2.5L,Manual,5.0,5.0,Euro 2,0,125000
1852,Peugeot 308,2495,107000,2012,2,Diesel,Hatchback,1.6L,Manual,5.0,5.0,Euro 5,0,107000
1853,Peugeot 207 CC,2000,68000,2009,3,Petrol,Convertible,1.6L,Manual,2.0,4.0,Euro 5,1,68000
1854,Peugeot 407,995,144100,2007,4,Diesel,Saloon,2.0L,Manual,4.0,5.0,Euro 4,0,144100
1855,Vauxhall Corsa,2995,79011,2007,3,Petrol,Hatchback,1.4L,Manual,3.0,5.0,Euro 4,0,79011
1856,Audi A4,7990,80000,2012,3,Petrol,Saloon,1.8L,Manual,4.0,5.0,Euro 5,0,80000
1857,Chevrolet Captiva,5999,71512,2012,2,Diesel,SUV,2.2L,Automatic,5.0,7.0,Euro 5,1,71512
1858,Toyota Aygo,3950,17000,2014,3,Petrol,Hatchback,1.0L,Manual,3.0,4.0,Euro 5,0,17000
1859,Ford Fiesta,7780,51700,2016,2,Petrol,Hatchback,1.0L,Manual,3.0,5.0,Euro 6,0,51700
1860,Renault Clio,2499,104858,2010,3,Diesel,Estate,1.5L,Manual,5.0,5.0,Euro 4,0,104858
1861,Toyota Aygo,3290,73001,2012,3,Petrol,Hatchback,1.0L,Manual,3.0,4.0,Euro 5,0,73001
1862,BMW 3 Series,3450,131000,2005,7,Diesel,Estate,2.0L,Automatic,5.0,5.0,Euro 4,0,131000
1863,Volkswagen Polo,6495,95555,2015,2,Petrol,Hatchback,1.2L,Manual,3.0,5.0,Euro 6,0,95555
1864,Jaguar XF,8995,125000,2015,3,Diesel,Estate,2.2L,Automatic,5.0,5.0,Euro 5,0,125000
1865,Nissan Qashqai,5995,94900,2015,4,Diesel,SUV,1.5L,Manual,5.0,5.0,Euro 6,0,94900
1866,Volkswagen Polo,1895,87100,2005,5,Petrol,Hatchback,1.2L,Manual,3.0,5.0,Euro 4,0,87100
1867,Vauxhall Corsa,2995,47988,2009,3,Petrol,Hatchback,1.2L,Manual,3.0,5.0,Euro 4,0,47988
1868,Toyota Yaris,2995,81224,2006,3,Petrol,Hatchback,1.0L,Manual,3.0,5.0,Euro 4,0,81224
1869,BMW 3 SERIES,12800,57000,2016,2,Diesel,Saloon,2.0L,Manual,4.0,5.0,Euro 6,0,57000
1870,Audi A3,6250,81000,2011,4,Diesel,Hatchback,2.0L,Manual,3.0,5.0,Euro 5,1,81000
1871,Peugeot 308,1995,98885,2010,3,Petrol,Convertible,1.6L,Manual,2.0,4.0,Euro 5,0,98885
1872,Vauxhall Zafira,1800,120000,2010,5,Diesel,MPV,1.9L,Automatic,5.0,7.0,Euro 4,0,120000
1873,Suzuki Grand Vitara,6495,24629,2011,3,Petrol,SUV,1.6L,Manual,3.0,5.0,Euro 5,0,24629
1874,Mercedes-Benz CLK,2699,77000,2004,2,Petrol,Coupe,1.8L,Automatic,2.0,4.0,Euro 3,0,77000
1875,KIA RIO,4200,55635,2012,4,Petrol,Hatchback,1.4L,Manual,5.0,5.0,Euro 5,0,55635
1876,Mercedes-Benz B Class,9870,25224,2014,1,Diesel,MPV,1.5L,Manual,5.0,5.0,Euro 5,0,25224
1877,Vauxhall Astra,4993,116000,2017,3,Diesel,Estate,1.6L,Manual,5.0,5.0,Euro 6,0,116000
1878,Hyundai i30,1998,110000,2008,3,Diesel,Hatchback,2.0L,Manual,5.0,5.0,Euro 4,0,110000
1879,Subaru Impreza,2395,130100,2001,5,Petrol,Saloon,2.0L,Manual,4.0,5.0,Euro 2,0,130100
1880,Toyota Yaris,2995,81224,2006,3,Petrol,Hatchback,1.0L,Manual,3.0,5.0,Euro 4,0,81224
1881,Vauxhall Corsa,2995,47988,2009,3,Petrol,Hatchback,1.2L,Manual,3.0,5.0,Euro 4,0,47988
1882,Hyundai I10,3990,50562,2012,2,Petrol,Hatchback,1.2L,Manual,5.0,5.0,Euro 5,0,50562
1883,Vauxhall Corsa,6700,34685,2017,2,Petrol,Hatchback,1.4L,Manual,3.0,5.0,Euro 6,0,34685
1884,Mazda CX-3,8495,55400,2015,3,Diesel,SUV,1.5L,Manual,5.0,5.0,Euro 6,0,55400
1885,SEAT Ibiza,1795,49377,2007,3,Petrol,Hatchback,1.4L,Manual,5.0,5.0,Euro 4,0,49377
1886,BMW X1,8495,70876,2014,3,Diesel,SUV,2.0L,Manual,5.0,5.0,Euro 5,0,70876
1887,Ford Mondeo,5675,80000,2013,3,Diesel,Hatchback,2.0L,Manual,5.0,5.0,Euro 5,0,80000
1888,Ford Focus,11225,57727,2017,2,Petrol,Hatchback,1.0L,Automatic,5.0,5.0,Euro 6,0,57727
1889,Hyundai i10,2495,68100,2011,5,Petrol,Hatchback,1.2L,Manual,5.0,5.0,Euro 5,0,68100
1890,Ford Focus,4785,66436,2011,1,Petrol,Hatchback,1.6L,Manual,5.0,5.0,Euro 5,1,66436
1891,Toyota Verso,8995,71504,2015,3,Diesel,MPV,1.6L,Manual,5.0,7.0,Euro 6,0,71504
1892,Volvo V70,795,274100,2004,6,Petrol,Estate,2.4L,Automatic,5.0,5.0,Euro 3,0,274100
1893,Vauxhall Adam,4990,67000,2014,3,Petrol,Hatchback,1.4L,Manual,3.0,4.0,Euro 5,0,67000
1894,Fiat 500C,3995,87986,2010,3,Petrol,Convertible,1.2L,Manual,2.0,4.0,Euro 5,0,87986
1895,Renault Captur,5498,50600,2014,2,Petrol,SUV,0.9L,Manual,5.0,5.0,Euro 5,0,50600
1896,Fiat 500C,5750,67601,2010,3,Petrol,Convertible,1.4L,Automatic,2.0,4.0,Euro 5,0,67601
1897,Ford Mondeo,2445,123000,2008,5,Diesel,Hatchback,2.0L,Manual,5.0,5.0,Euro 4,0,123000
1898,Volkswagen Golf,2550,69354,2004,3,Petrol,Hatchback,1.6L,Manual,5.0,5.0,Euro 4,0,69354
1899,Audi Q7,7499,144000,2011,3,Diesel,SUV,3.0L,Automatic,5.0,7.0,Euro 5,1,144000
1900,Citroen C3,7970,76000,2019,1,Petrol,Hatchback,1.2L,Manual,5.0,5.0,Euro 6,1,76000
1901,MINI Clubman,6700,64000,2012,3,Diesel,Estate,1.6L,Manual,5.0,5.0,Euro 5,0,64000
1902,BMW X1,4895,105000,2011,2,Diesel,SUV,2.0L,Manual,5.0,5.0,Euro 5,1,105000
1903,BMW 3 Series,6390,92080,2013,2,Diesel,Convertible,2.0L,Manual,2.0,4.0,Euro 5,1,92080
1904,Vauxhall Astra,1495,108257,2007,3,Petrol,Hatchback,1.6L,Manual,5.0,5.0,Euro 4,0,108257
1905,Volvo V70,795,274100,2004,6,Petrol,Estate,2.4L,Automatic,5.0,5.0,Euro 3,0,274100
1906,Toyota Yaris,2995,81224,2006,3,Petrol,Hatchback,1.0L,Manual,3.0,5.0,Euro 4,0,81224
1907,Ford Focus,10970,91000,2019,1,Petrol,Hatchback,1.5L,Manual,5.0,5.0,Euro 6,1,91000
1908,Volkswagen Tiguan,14250,71396,2018,1,Diesel,SUV,2.0L,Manual,5.0,5.0,Euro 6,0,71396
1909,BMW X1,6850,90000,2013,7,Diesel,SUV,2.0L,Manual,5.0,5.0,Euro 5,0,90000
1910,Mercedes-Benz A Class,9250,79500,2015,2,Diesel,Hatchback,1.5L,Automatic,5.0,5.0,Euro 6,0,79500
1911,Vauxhall Corsa,3495,25857,2007,3,Petrol,Hatchback,1.2L,Manual,5.0,5.0,Euro 4,0,25857
1912,Vauxhall Antara,3240,86101,2013,3,Diesel,SUV,2.2L,Automatic,5.0,5.0,Euro 5,1,86101
1913,BMW 3 Series,9995,54000,2013,3,Diesel,Saloon,2.0L,Automatic,4.0,5.0,Euro 5,1,54000
1914,Jaguar XF,7749,68085,2013,2,Diesel,Saloon,2.2L,Automatic,4.0,5.0,Euro 5,0,68085
1915,Honda Civic,9395,109000,2018,2,Diesel,Hatchback,1.6L,Manual,5.0,5.0,Euro 6,0,109000
1916,Ford Fiesta,2695,146000,2008,4,Petrol,Hatchback,2.0L,Manual,3.0,5.0,Euro 4,0,146000
1917,Vauxhall Astra,2500,136842,2014,1,Diesel,Estate,1.6L,Manual,5.0,5.0,Euro 6,0,136842
1918,Ford Focus,10970,91000,2019,1,Petrol,Hatchback,1.5L,Manual,5.0,5.0,Euro 6,1,91000
1919,Toyota Yaris,2995,81224,2006,3,Petrol,Hatchback,1.0L,Manual,3.0,5.0,Euro 4,0,81224
1920,Fiat 500,6990,32000,2015,3,Petrol,Hatchback,0.9L,Manual,3.0,4.0,Euro 6,0,32000
1921,Peugeot 107,1995,97100,2010,5,Petrol,Hatchback,1.0L,Manual,5.0,4.0,Euro 4,0,97100
1922,Mercedes-Benz C Class,1195,167794,2007,3,Diesel,Coupe,2.1L,Automatic,2.0,4.0,Euro 4,0,167794
1923,Ford Fiesta,2495,47530,2008,3,Petrol,Hatchback,1.3L,Manual,3.0,5.0,Euro 4,0,47530
1924,Mercedes-Benz C Class,5970,102943,2014,3,Diesel,Saloon,2.1L,Automatic,4.0,5.0,Euro 5,0,102943
1925,Hyundai i40,6860,60000,2015,3,Diesel,Estate,1.7L,Manual,5.0,5.0,Euro 5,0,60000
1926,BMW 3 SERIES,4695,82600,2010,3,Diesel,Saloon,2.0L,Manual,4.0,5.0,Euro 5,0,82600
1927,Vauxhall Meriva,5777,45000,2015,3,Petrol,MPV,1.4L,Manual,5.0,5.0,Euro 6,0,45000
1928,Vauxhall Zafira,3995,79980,2010,2,Diesel,MPV,1.9L,Automatic,5.0,7.0,Euro 4,0,79980
1929,Vauxhall Antara,7495,29000,2014,3,Diesel,SUV,2.2L,Manual,5.0,5.0,Euro 5,0,29000
1930,Volkswagen Polo,1895,87100,2005,5,Petrol,Hatchback,1.2L,Manual,3.0,5.0,Euro 4,0,87100
1931,Toyota Yaris,2995,81224,2006,3,Petrol,Hatchback,1.0L,Manual,3.0,5.0,Euro 4,0,81224
1932,Vauxhall Astra,3195,28408,2005,3,Petrol,Hatchback,1.6L,Manual,5.0,5.0,Euro 4,0,28408
1933,KIA Sportage,6500,98198,2016,2,Diesel,SUV,1.7L,Manual,5.0,5.0,Euro 6,0,98198
1934,MINI Hatch,9695,33465,2017,2,Diesel,Hatchback,1.5L,Manual,3.0,4.0,Euro 6,0,33465
1935,BMW 3 Series,6295,137920,2014,2,Diesel,Estate,2.0L,Manual,5.0,5.0,Euro 6,0,137920
1936,Toyota IQ,3495,85489,2009,3,Petrol,Hatchback,1.3L,Manual,3.0,4.0,Euro 4,0,85489
1937,Jaguar S-type,2667,88523,2003,3,Petrol,Saloon,3.0L,Automatic,4.0,5.0,Euro 3,0,88523
1938,Fiat 500,4995,52505,2013,3,Petrol,Hatchback,1.2L,Manual,3.0,4.0,Euro 4,0,52505
1939,Nissan Micra,8700,30666,2018,3,Petrol,Hatchback,1.0L,Manual,5.0,5.0,Euro 6,0,30666
1940,Volkswagen Passat,11480,44006,2015,3,Diesel,Saloon,2.0L,Automatic,4.0,5.0,Euro 6,0,44006
1941,Land Rover Freelander 2,4495,148000,2011,4,Diesel,SUV,2.2L,Manual,5.0,5.0,Euro 5,0,148000
1942,Vauxhall Grandland X,11440,67748,2018,3,Petrol,SUV,1.2L,Manual,5.0,5.0,Euro 6,0,67748
1943,Volkswagen Polo,1895,87100,2005,5,Petrol,Hatchback,1.2L,Manual,3.0,5.0,Euro 4,0,87100
1944,Vauxhall Astra,3195,28408,2005,3,Petrol,Hatchback,1.6L,Manual,5.0,5.0,Euro 4,0,28408
1945,Audi A4,7990,80000,2012,3,Petrol,Saloon,1.8L,Manual,4.0,5.0,Euro 5,0,80000
1946,Ford Fiesta,10995,59800,2017,3,Petrol,Hatchback,1.0L,Manual,3.0,5.0,Euro 6,0,59800
1947,Ford Focus CC,2495,68272,2007,3,Petrol,Convertible,2.0L,Manual,2.0,4.0,Euro 4,0,68272
1948,Smart Forfour,5595,51000,2016,4,Petrol,Hatchback,1.0L,Manual,5.0,4.0,Euro 6,0,51000
1949,Toyota Avensis,7989,98235,2018,2,Diesel,Saloon,1.6L,Manual,4.0,5.0,Euro 6,0,98235
1950,Volkswagen Golf,8650,100000,2015,2,Diesel,Hatchback,2.0L,Manual,5.0,5.0,Euro 5,0,100000
1951,Audi A6 Saloon,5995,94000,2011,4,Diesel,Saloon,2.0L,Manual,4.0,5.0,Euro 5,0,94000
1952,Vauxhall Corsa,2995,79011,2007,3,Petrol,Hatchback,1.4L,Manual,3.0,5.0,Euro 4,0,79011
1953,Honda Civic,4550,76680,2010,1,Petrol,Hatchback,1.4L,Manual,5.0,5.0,Euro 5,1,76680
1954,Jeep Grand Cherokee,2995,125000,2008,4,Diesel,SUV,3.0L,Automatic,5.0,5.0,Euro 4,0,125000
1955,Volkswagen Polo,1895,87100,2005,5,Petrol,Hatchback,1.2L,Manual,3.0,5.0,Euro 4,0,87100
1956,Vauxhall Corsa,2995,47988,2009,3,Petrol,Hatchback,1.2L,Manual,3.0,5.0,Euro 4,0,47988
1957,Toyota Yaris,2995,81224,2006,3,Petrol,Hatchback,1.0L,Manual,3.0,5.0,Euro 4,0,81224
1958,Nissan Micra,2495,81025,2009,3,Petrol,Hatchback,1.2L,Manual,3.0,5.0,Euro 4,0,81025
1959,Alfa Romeo Giulietta,3995,90851,2011,3,Petrol,Hatchback,1.4L,Manual,5.0,5.0,Euro 5,0,90851
1960,Audi A6,16995,66229,2017,1,Diesel,Saloon,2.0L,Automatic,4.0,5.0,Euro 6,0,66229
1961,Hyundai i30,10750,39406,2017,3,Petrol,Hatchback,1.4L,Manual,5.0,5.0,Euro 6,0,39406
1962,SEAT Ibiza,5249,65946,2013,2,Petrol,Hatchback,1.4L,Manual,5.0,5.0,Euro 5,1,65946
1963,Vauxhall Corsa,5100,49954,2013,3,Petrol,Hatchback,1.4L,Manual,3.0,5.0,Euro 5,0,49954
1964,BMW 5 Series,4999,140000,2012,3,Diesel,Estate,2.0L,Manual,5.0,5.0,Euro 5,0,140000
1965,Mercedes-Benz A Class,7777,82000,2015,3,Diesel,Hatchback,1.5L,Manual,5.0,5.0,Euro 5,0,82000
1966,Vauxhall Corsa,8500,27500,2016,2,Petrol,Hatchback,1.0L,Manual,3.0,5.0,Euro 6,0,27500
1967,Mitsubishi Lancer,4500,76988,2011,2,Petrol,Hatchback,1.8L,Manual,5.0,5.0,Euro 4,1,76988
1968,Renault Clio,1990,120863,2012,3,Petrol,Hatchback,1.1L,Manual,3.0,5.0,Euro 5,0,120863
